Reaction Type,Category,,,Reaction Type,Animals,Science,Healthy Eating,Technology,Food
disgust,technology,,,,,,,,
hate,technology,,,,,,,,
disgust,technology,,,,,,,,
adore,technology,,,,,,,,
peeking,technology,,,,,,,,
cherish,technology,,,,,,,,
scared,technology,,,,,,,,
hate,technology,,,,,,,,
intrigued,technology,,,,,,,,
adore,technology,,,,,,,,
dislike,technology,,,,,,,,
like,technology,,,,,,,,
scared,technology,,,,,,,,
intrigued,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
cherish,animals,,,,,,,,
indifferent,animals,,,,,,,,
dislike,animals,,,,,,,,
heart,animals,,,,,,,,
indifferent,animals,,,,,,,,
heart,animals,,,,,,,,
interested,animals,,,,,,,,
adore,animals,,,,,,,,
disgust,animals,,,,,,,,
peeking,animals,,,,,,,,
like,animals,,,,,,,,
dislike,animals,,,,,,,,
dislike,animals,,,,,,,,
love,animals,,,,,,,,
indifferent,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
cherish,animals,,,,,,,,
hate,animals,,,,,,,,
want,animals,,,,,,,,
like,animals,,,,,,,,
intrigued,animals,,,,,,,,
scared,animals,,,,,,,,
interested,animals,,,,,,,,
dislike,animals,,,,,,,,
hate,technology,,,,,,,,
like,fitness,,,,,,,,
interested,fitness,,,,,,,,
super love,fitness,,,,,,,,
disgust,fitness,,,,,,,,
like,fitness,,,,,,,,
interested,fitness,,,,,,,,
adore,fitness,,,,,,,,
peeking,fitness,,,,,,,,
dislike,fitness,,,,,,,,
want,fitness,,,,,,,,
worried,fitness,,,,,,,,
disgust,fitness,,,,,,,,
like,fitness,,,,,,,,
worried,fitness,,,,,,,,
peeking,fitness,,,,,,,,
like,fitness,,,,,,,,
adore,fitness,,,,,,,,
heart,fitness,,,,,,,,
scared,fitness,,,,,,,,
like,fitness,,,,,,,,
adore,fitness,,,,,,,,
peeking,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
adore,fitness,,,,,,,,
hate,fitness,,,,,,,,
worried,animals,,,,,,,,
hate,animals,,,,,,,,
dislike,animals,,,,,,,,
super love,animals,,,,,,,,
like,animals,,,,,,,,
interested,animals,,,,,,,,
interested,animals,,,,,,,,
interested,animals,,,,,,,,
love,animals,,,,,,,,
disgust,animals,,,,,,,,
super love,animals,,,,,,,,
cherish,animals,,,,,,,,
hate,animals,,,,,,,,
adore,fitness,,,,,,,,
want,fitness,,,,,,,,
hate,fitness,,,,,,,,
heart,fitness,,,,,,,,
scared,fitness,,,,,,,,
cherish,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
cherish,fitness,,,,,,,,
like,fitness,,,,,,,,
like,fitness,,,,,,,,
peeking,fitness,,,,,,,,
love,fitness,,,,,,,,
disgust,fitness,,,,,,,,
heart,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
scared,fitness,,,,,,,,
heart,fitness,,,,,,,,
disgust,fitness,,,,,,,,
super love,fitness,,,,,,,,
disgust,fitness,,,,,,,,
dislike,fitness,,,,,,,,
adore,fitness,,,,,,,,
adore,fitness,,,,,,,,
hate,fitness,,,,,,,,
scared,fitness,,,,,,,,
super love,fitness,,,,,,,,
like,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
peeking,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
worried,fitness,,,,,,,,
like,fitness,,,,,,,,
scared,fitness,,,,,,,,
like,fitness,,,,,,,,
worried,fitness,,,,,,,,
disgust,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
hate,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
heart,fitness,,,,,,,,
want,fitness,,,,,,,,
want,fitness,,,,,,,,
worried,fitness,,,,,,,,
like,veganism,,,,,,,,
interested,veganism,,,,,,,,
cherish,veganism,,,,,,,,
adore,veganism,,,,,,,,
disgust,veganism,,,,,,,,
scared,veganism,,,,,,,,
cherish,veganism,,,,,,,,
scared,veganism,,,,,,,,
super love,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
peeking,veganism,,,,,,,,
hate,dogs,,,,,,,,
peeking,dogs,,,,,,,,
scared,dogs,,,,,,,,
love,dogs,,,,,,,,
super love,dogs,,,,,,,,
dislike,dogs,,,,,,,,
heart,dogs,,,,,,,,
want,dogs,,,,,,,,
love,dogs,,,,,,,,
heart,dogs,,,,,,,,
adore,dogs,,,,,,,,
want,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
heart,dogs,,,,,,,,
scared,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
peeking,dogs,,,,,,,,
scared,dogs,,,,,,,,
love,dogs,,,,,,,,
interested,dogs,,,,,,,,
love,dogs,,,,,,,,
love,dogs,,,,,,,,
interested,dogs,,,,,,,,
disgust,dogs,,,,,,,,
disgust,dogs,,,,,,,,
adore,dogs,,,,,,,,
dislike,dogs,,,,,,,,
peeking,dogs,,,,,,,,
like,dogs,,,,,,,,
want,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
interested,dogs,,,,,,,,
like,dogs,,,,,,,,
dislike,dogs,,,,,,,,
disgust,dogs,,,,,,,,
want,dogs,,,,,,,,
cherish,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
worried,dogs,,,,,,,,
scared,dogs,,,,,,,,
hate,dogs,,,,,,,,
want,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
indifferent,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
scared,studying,,,,,,,,
intrigued,studying,,,,,,,,
indifferent,studying,,,,,,,,
interested,studying,,,,,,,,
heart,studying,,,,,,,,
like,studying,,,,,,,,
cherish,studying,,,,,,,,
want,studying,,,,,,,,
peeking,studying,,,,,,,,
intrigued,studying,,,,,,,,
adore,studying,,,,,,,,
heart,studying,,,,,,,,
indifferent,studying,,,,,,,,
heart,studying,,,,,,,,
interested,studying,,,,,,,,
intrigued,studying,,,,,,,,
scared,studying,,,,,,,,
heart,studying,,,,,,,,
want,studying,,,,,,,,
indifferent,studying,,,,,,,,
cherish,studying,,,,,,,,
heart,studying,,,,,,,,
like,studying,,,,,,,,
intrigued,studying,,,,,,,,
want,studying,,,,,,,,
hate,studying,,,,,,,,
worried,studying,,,,,,,,
cherish,studying,,,,,,,,
indifferent,studying,,,,,,,,
interested,studying,,,,,,,,
interested,studying,,,,,,,,
disgust,studying,,,,,,,,
super love,studying,,,,,,,,
scared,studying,,,,,,,,
worried,studying,,,,,,,,
interested,studying,,,,,,,,
intrigued,studying,,,,,,,,
super love,studying,,,,,,,,
intrigued,studying,,,,,,,,
intrigued,culture,,,,,,,,
adore,culture,,,,,,,,
interested,culture,,,,,,,,
intrigued,culture,,,,,,,,
cherish,culture,,,,,,,,
scared,culture,,,,,,,,
cherish,culture,,,,,,,,
worried,culture,,,,,,,,
interested,culture,,,,,,,,
interested,culture,,,,,,,,
scared,culture,,,,,,,,
worried,culture,,,,,,,,
peeking,culture,,,,,,,,
adore,culture,,,,,,,,
adore,culture,,,,,,,,
cherish,culture,,,,,,,,
like,tennis,,,,,,,,
disgust,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
heart,tennis,,,,,,,,
super love,tennis,,,,,,,,
dislike,tennis,,,,,,,,
interested,tennis,,,,,,,,
heart,tennis,,,,,,,,
disgust,tennis,,,,,,,,
interested,tennis,,,,,,,,
hate,tennis,,,,,,,,
scared,tennis,,,,,,,,
dislike,tennis,,,,,,,,
disgust,tennis,,,,,,,,
hate,tennis,,,,,,,,
heart,tennis,,,,,,,,
disgust,tennis,,,,,,,,
super love,tennis,,,,,,,,
cherish,tennis,,,,,,,,
adore,tennis,,,,,,,,
love,tennis,,,,,,,,
scared,tennis,,,,,,,,
hate,tennis,,,,,,,,
scared,tennis,,,,,,,,
hate,tennis,,,,,,,,
love,tennis,,,,,,,,
peeking,tennis,,,,,,,,
hate,tennis,,,,,,,,
cherish,tennis,,,,,,,,
hate,tennis,,,,,,,,
scared,tennis,,,,,,,,
cherish,tennis,,,,,,,,
peeking,tennis,,,,,,,,
intrigued,tennis,,,,,,,,
scared,tennis,,,,,,,,
cherish,tennis,,,,,,,,
dislike,tennis,,,,,,,,
dislike,tennis,,,,,,,,
heart,tennis,,,,,,,,
interested,tennis,,,,,,,,
worried,tennis,,,,,,,,
hate,tennis,,,,,,,,
scared,tennis,,,,,,,,
like,tennis,,,,,,,,
super love,tennis,,,,,,,,
dislike,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
indifferent,tennis,,,,,,,,
heart,culture,,,,,,,,
indifferent,culture,,,,,,,,
dislike,culture,,,,,,,,
like,culture,,,,,,,,
hate,culture,,,,,,,,
love,travel,,,,,,,,
worried,travel,,,,,,,,
intrigued,travel,,,,,,,,
peeking,travel,,,,,,,,
disgust,travel,,,,,,,,
hate,travel,,,,,,,,
indifferent,travel,,,,,,,,
hate,travel,,,,,,,,
love,travel,,,,,,,,
peeking,travel,,,,,,,,
disgust,travel,,,,,,,,
heart,travel,,,,,,,,
disgust,travel,,,,,,,,
dislike,travel,,,,,,,,
dislike,travel,,,,,,,,
want,travel,,,,,,,,
peeking,travel,,,,,,,,
cherish,travel,,,,,,,,
like,travel,,,,,,,,
scared,travel,,,,,,,,
peeking,travel,,,,,,,,
peeking,travel,,,,,,,,
cherish,travel,,,,,,,,
scared,travel,,,,,,,,
heart,travel,,,,,,,,
scared,travel,,,,,,,,
dislike,travel,,,,,,,,
love,travel,,,,,,,,
interested,travel,,,,,,,,
peeking,travel,,,,,,,,
want,travel,,,,,,,,
disgust,travel,,,,,,,,
adore,travel,,,,,,,,
peeking,travel,,,,,,,,
like,travel,,,,,,,,
heart,travel,,,,,,,,
hate,travel,,,,,,,,
disgust,travel,,,,,,,,
scared,travel,,,,,,,,
interested,travel,,,,,,,,
want,travel,,,,,,,,
heart,science,,,,,,,,
worried,science,,,,,,,,
scared,science,,,,,,,,
super love,science,,,,,,,,
indifferent,science,,,,,,,,
indifferent,science,,,,,,,,
love,science,,,,,,,,
hate,science,,,,,,,,
interested,science,,,,,,,,
hate,science,,,,,,,,
interested,science,,,,,,,,
cherish,science,,,,,,,,
adore,science,,,,,,,,
dislike,science,,,,,,,,
worried,science,,,,,,,,
intrigued,science,,,,,,,,
disgust,science,,,,,,,,
love,science,,,,,,,,
love,science,,,,,,,,
scared,science,,,,,,,,
disgust,science,,,,,,,,
like,science,,,,,,,,
interested,science,,,,,,,,
super love,science,,,,,,,,
want,science,,,,,,,,
peeking,science,,,,,,,,
peeking,science,,,,,,,,
indifferent,science,,,,,,,,
worried,science,,,,,,,,
super love,science,,,,,,,,
like,science,,,,,,,,
cherish,science,,,,,,,,
disgust,science,,,,,,,,
interested,science,,,,,,,,
love,science,,,,,,,,
intrigued,science,,,,,,,,
worried,science,,,,,,,,
disgust,technology,,,,,,,,
peeking,technology,,,,,,,,
intrigued,technology,,,,,,,,
super love,technology,,,,,,,,
disgust,technology,,,,,,,,
like,technology,,,,,,,,
like,technology,,,,,,,,
cherish,technology,,,,,,,,
heart,technology,,,,,,,,
dislike,technology,,,,,,,,
worried,technology,,,,,,,,
want,technology,,,,,,,,
scared,technology,,,,,,,,
disgust,technology,,,,,,,,
want,technology,,,,,,,,
peeking,technology,,,,,,,,
adore,technology,,,,,,,,
want,technology,,,,,,,,
hate,technology,,,,,,,,
dislike,technology,,,,,,,,
worried,technology,,,,,,,,
super love,technology,,,,,,,,
interested,science,,,,,,,,
want,science,,,,,,,,
heart,science,,,,,,,,
peeking,science,,,,,,,,
scared,science,,,,,,,,
disgust,science,,,,,,,,
dislike,science,,,,,,,,
disgust,science,,,,,,,,
want,science,,,,,,,,
scared,science,,,,,,,,
dislike,science,,,,,,,,
intrigued,science,,,,,,,,
interested,science,,,,,,,,
peeking,science,,,,,,,,
dislike,science,,,,,,,,
cherish,science,,,,,,,,
scared,science,,,,,,,,
like,science,,,,,,,,
worried,science,,,,,,,,
scared,science,,,,,,,,
adore,food,,,,,,,,
adore,food,,,,,,,,
scared,food,,,,,,,,
peeking,food,,,,,,,,
intrigued,food,,,,,,,,
super love,food,,,,,,,,
adore,food,,,,,,,,
dislike,food,,,,,,,,
peeking,food,,,,,,,,
scared,food,,,,,,,,
worried,food,,,,,,,,
peeking,food,,,,,,,,
cherish,food,,,,,,,,
interested,food,,,,,,,,
peeking,food,,,,,,,,
hate,food,,,,,,,,
super love,food,,,,,,,,
hate,food,,,,,,,,
interested,food,,,,,,,,
dislike,food,,,,,,,,
like,food,,,,,,,,
disgust,food,,,,,,,,
hate,food,,,,,,,,
scared,food,,,,,,,,
super love,food,,,,,,,,
hate,food,,,,,,,,
indifferent,food,,,,,,,,
dislike,food,,,,,,,,
dislike,food,,,,,,,,
disgust,food,,,,,,,,
hate,food,,,,,,,,
peeking,food,,,,,,,,
hate,food,,,,,,,,
peeking,food,,,,,,,,
heart,food,,,,,,,,
hate,food,,,,,,,,
adore,food,,,,,,,,
scared,food,,,,,,,,
hate,food,,,,,,,,
cherish,food,,,,,,,,
cherish,food,,,,,,,,
super love,food,,,,,,,,
super love,food,,,,,,,,
disgust,food,,,,,,,,
adore,fitness,,,,,,,,
peeking,dogs,,,,,,,,
dislike,dogs,,,,,,,,
love,dogs,,,,,,,,
dislike,dogs,,,,,,,,
hate,dogs,,,,,,,,
super love,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
heart,dogs,,,,,,,,
heart,dogs,,,,,,,,
love,dogs,,,,,,,,
like,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
adore,dogs,,,,,,,,
hate,dogs,,,,,,,,
like,dogs,,,,,,,,
adore,dogs,,,,,,,,
worried,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
disgust,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
interested,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
adore,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
peeking,healthy eating,,,,,,,,
worried,healthy eating,,,,,,,,
hate,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
dislike,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
like,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
cherish,culture,,,,,,,,
disgust,culture,,,,,,,,
dislike,culture,,,,,,,,
interested,culture,,,,,,,,
peeking,culture,,,,,,,,
super love,culture,,,,,,,,
worried,culture,,,,,,,,
disgust,culture,,,,,,,,
love,culture,,,,,,,,
love,culture,,,,,,,,
adore,culture,,,,,,,,
peeking,culture,,,,,,,,
love,culture,,,,,,,,
super love,culture,,,,,,,,
like,culture,,,,,,,,
adore,culture,,,,,,,,
heart,culture,,,,,,,,
indifferent,culture,,,,,,,,
disgust,culture,,,,,,,,
cherish,culture,,,,,,,,
scared,culture,,,,,,,,
want,culture,,,,,,,,
want,culture,,,,,,,,
super love,culture,,,,,,,,
indifferent,culture,,,,,,,,
intrigued,culture,,,,,,,,
scared,culture,,,,,,,,
scared,culture,,,,,,,,
like,culture,,,,,,,,
dislike,culture,,,,,,,,
worried,culture,,,,,,,,
worried,culture,,,,,,,,
hate,culture,,,,,,,,
intrigued,culture,,,,,,,,
cherish,culture,,,,,,,,
peeking,culture,,,,,,,,
disgust,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
scared,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
want,soccer,,,,,,,,
love,soccer,,,,,,,,
interested,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
want,soccer,,,,,,,,
interested,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
hate,soccer,,,,,,,,
love,soccer,,,,,,,,
peeking,soccer,,,,,,,,
super love,soccer,,,,,,,,
super love,soccer,,,,,,,,
scared,soccer,,,,,,,,
disgust,soccer,,,,,,,,
like,soccer,,,,,,,,
interested,soccer,,,,,,,,
interested,soccer,,,,,,,,
interested,soccer,,,,,,,,
peeking,soccer,,,,,,,,
peeking,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
dislike,soccer,,,,,,,,
interested,soccer,,,,,,,,
peeking,soccer,,,,,,,,
cherish,soccer,,,,,,,,
adore,soccer,,,,,,,,
cherish,soccer,,,,,,,,
disgust,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
cherish,soccer,,,,,,,,
interested,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
super love,soccer,,,,,,,,
scared,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
interested,culture,,,,,,,,
heart,culture,,,,,,,,
love,culture,,,,,,,,
want,culture,,,,,,,,
interested,culture,,,,,,,,
super love,culture,,,,,,,,
want,culture,,,,,,,,
hate,culture,,,,,,,,
love,culture,,,,,,,,
hate,culture,,,,,,,,
interested,culture,,,,,,,,
want,culture,,,,,,,,
intrigued,culture,,,,,,,,
heart,culture,,,,,,,,
like,culture,,,,,,,,
love,culture,,,,,,,,
intrigued,culture,,,,,,,,
adore,culture,,,,,,,,
interested,culture,,,,,,,,
dislike,culture,,,,,,,,
interested,culture,,,,,,,,
heart,culture,,,,,,,,
adore,culture,,,,,,,,
like,culture,,,,,,,,
disgust,culture,,,,,,,,
indifferent,culture,,,,,,,,
adore,culture,,,,,,,,
dislike,culture,,,,,,,,
peeking,culture,,,,,,,,
peeking,culture,,,,,,,,
interested,culture,,,,,,,,
super love,culture,,,,,,,,
disgust,culture,,,,,,,,
indifferent,culture,,,,,,,,
cherish,culture,,,,,,,,
want,culture,,,,,,,,
cherish,education,,,,,,,,
worried,education,,,,,,,,
heart,education,,,,,,,,
want,education,,,,,,,,
disgust,education,,,,,,,,
want,education,,,,,,,,
intrigued,education,,,,,,,,
heart,education,,,,,,,,
peeking,education,,,,,,,,
interested,education,,,,,,,,
love,education,,,,,,,,
scared,education,,,,,,,,
adore,education,,,,,,,,
super love,education,,,,,,,,
indifferent,education,,,,,,,,
love,education,,,,,,,,
worried,education,,,,,,,,
scared,education,,,,,,,,
cherish,education,,,,,,,,
love,education,,,,,,,,
peeking,education,,,,,,,,
scared,education,,,,,,,,
like,education,,,,,,,,
heart,education,,,,,,,,
heart,education,,,,,,,,
worried,education,,,,,,,,
heart,education,,,,,,,,
scared,education,,,,,,,,
hate,education,,,,,,,,
cherish,education,,,,,,,,
scared,education,,,,,,,,
scared,education,,,,,,,,
scared,education,,,,,,,,
peeking,education,,,,,,,,
interested,education,,,,,,,,
love,education,,,,,,,,
like,education,,,,,,,,
adore,education,,,,,,,,
dislike,education,,,,,,,,
like,education,,,,,,,,
super love,education,,,,,,,,
super love,education,,,,,,,,
peeking,education,,,,,,,,
adore,education,,,,,,,,
cherish,education,,,,,,,,
interested,education,,,,,,,,
adore,education,,,,,,,,
intrigued,education,,,,,,,,
adore,education,,,,,,,,
disgust,education,,,,,,,,
super love,education,,,,,,,,
adore,education,,,,,,,,
super love,education,,,,,,,,
intrigued,education,,,,,,,,
super love,education,,,,,,,,
intrigued,education,,,,,,,,
adore,education,,,,,,,,
heart,education,,,,,,,,
disgust,education,,,,,,,,
peeking,education,,,,,,,,
adore,education,,,,,,,,
adore,education,,,,,,,,
heart,education,,,,,,,,
peeking,education,,,,,,,,
intrigued,education,,,,,,,,
like,education,,,,,,,,
scared,education,,,,,,,,
heart,education,,,,,,,,
super love,education,,,,,,,,
intrigued,education,,,,,,,,
dislike,education,,,,,,,,
hate,education,,,,,,,,
like,education,,,,,,,,
indifferent,education,,,,,,,,
indifferent,education,,,,,,,,
like,education,,,,,,,,
adore,education,,,,,,,,
love,education,,,,,,,,
love,education,,,,,,,,
worried,education,,,,,,,,
intrigued,education,,,,,,,,
want,education,,,,,,,,
peeking,education,,,,,,,,
super love,education,,,,,,,,
cherish,education,,,,,,,,
scared,education,,,,,,,,
adore,education,,,,,,,,
indifferent,education,,,,,,,,
hate,education,,,,,,,,
indifferent,education,,,,,,,,
interested,education,,,,,,,,
hate,education,,,,,,,,
interested,education,,,,,,,,
hate,studying,,,,,,,,
dislike,studying,,,,,,,,
super love,studying,,,,,,,,
scared,studying,,,,,,,,
love,studying,,,,,,,,
like,studying,,,,,,,,
interested,studying,,,,,,,,
super love,studying,,,,,,,,
disgust,studying,,,,,,,,
want,studying,,,,,,,,
heart,studying,,,,,,,,
dislike,studying,,,,,,,,
dislike,studying,,,,,,,,
heart,studying,,,,,,,,
interested,studying,,,,,,,,
disgust,studying,,,,,,,,
scared,studying,,,,,,,,
cherish,studying,,,,,,,,
heart,studying,,,,,,,,
super love,studying,,,,,,,,
worried,studying,,,,,,,,
hate,studying,,,,,,,,
peeking,studying,,,,,,,,
dislike,studying,,,,,,,,
want,studying,,,,,,,,
heart,studying,,,,,,,,
heart,studying,,,,,,,,
interested,studying,,,,,,,,
worried,studying,,,,,,,,
dislike,studying,,,,,,,,
worried,studying,,,,,,,,
scared,studying,,,,,,,,
want,studying,,,,,,,,
interested,studying,,,,,,,,
scared,studying,,,,,,,,
like,studying,,,,,,,,
interested,studying,,,,,,,,
peeking,studying,,,,,,,,
peeking,studying,,,,,,,,
adore,studying,,,,,,,,
indifferent,studying,,,,,,,,
hate,studying,,,,,,,,
scared,studying,,,,,,,,
scared,studying,,,,,,,,
indifferent,studying,,,,,,,,
disgust,studying,,,,,,,,
